brand,RAM_GB,HDD_GB,GHz,price,brand_cat
DELL,4,1000,2.3,62900,5
Lenovo,16,1000,1.8,35900,1
DELL,16,1000,2.5,79900,5
Lenovo,16,500,3.2,67900,1
Apple,4,2000,2.3,109900,9
Microsoft,16,500,1.8,47900,11
Apple,16,2000,3.0,143900,9
Dell,8,2000,1.8,63900,8
Asus,4,500,3.0,59900,10
Acer,16,2000,2.5,64900,2
Asus,16,1000,2.5,63900,10
Toshiba,8,2000,2.5,71900,6
Microsoft,4,500,3.2,70900,11
Microsoft,4,1000,2.3,43900,11
Acer,16,2000,3.2,92900,2
DELL,8,1000,1.8,54900,5
Asus,4,2000,1.8,41900,10
Toshiba,16,1000,3.2,75900,6
Samsung,4,1000,3.0,62900,0
Dell,16,500,3.0,89900,8
Samsung,16,500,3.0,64900,0
Apple,4,500,2.3,114900,9
Dell,4,500,1.8,49900,8
Toshiba,8,2000,3.2,77900,6
Apple,8,2000,2.5,131900,9
asus,16,500,3.0,71900,7
Acer,4,500,3.0,54900,2
HP,4,500,2.3,40900,3
DELL,16,2000,2.3,82900,5
Acer,16,2000,2.3,61900,2
Lenovo,16,2000,2.3,49900,1
Lenovo,4,500,3.0,46900,1
DELL,8,1000,3.2,90900,5
DELL,4,1000,2.5,69900,5
Apple,4,2000,3.2,129900,9
MSI,16,500,3.2,79900,4
Acer,4,1000,3.2,67900,2
Apple,8,1000,2.3,116900,9
Apple,16,500,1.8,109900,9
hp,4,1000,2.5,52900,12
Lenovo,4,500,1.8,24900,1
Lenovo,4,1000,3.2,54900,1
Toshiba,8,1000,2.3,43900,6
DELL,4,500,3.2,91900,5
Samsung,8,500,1.8,31900,0
Microsoft,8,1000,3.2,79900,11
Lenovo,8,2000,2.5,44900,1
hp,8,1000,1.8,43900,12
Dell,16,500,1.8,63900,8
Apple,16,1000,1.8,115900,9
Asus,8,1000,2.3,47900,10
Toshiba,16,500,2.3,60900,6
Samsung,8,2000,2.3,58900,0
Apple,4,2000,2.3,118900,9
DELL,16,2000,3.2,100900,5
Acer,16,500,2.3,56900,2
asus,4,1000,2.3,39900,7
hp,8,500,3.0,61900,12
Samsung,16,500,3.0,70900,0
Acer,8,500,2.5,64900,2
asus,8,2000,3.2,76900,7
Apple,8,500,2.5,122900,9
Microsoft,4,1000,2.3,42900,11
Microsoft,8,2000,1.8,50900,11
Acer,16,2000,2.5,68900,2
Dell,8,500,2.3,67900,8
Dell,4,2000,2.5,64900,8
DELL,16,2000,2.5,80900,5
asus,16,2000,1.8,60900,7
Apple,4,1000,2.5,118900,9
HP,16,500,2.5,59900,3
HP,4,1000,3.0,63900,3
Acer,8,1000,3.2,76900,2
DELL,8,500,3.0,86900,5
Dell,16,1000,3.2,98900,8
Toshiba,8,2000,3.0,74900,6
Dell,8,2000,3.2,99900,8
Asus,4,2000,3.2,71900,10
Lenovo,16,2000,3.2,73900,1
Apple,16,1000,2.3,115900,9
DELL,16,2000,1.8,71900,5
Microsoft,16,1000,2.3,56900,11
HP,8,500,3.0,72900,3
Asus,4,500,3.0,57900,10
DELL,8,2000,2.5,73900,5
DELL,4,1000,1.8,50900,5
Samsung,8,1000,3.0,70900,0
hp,16,2000,3.2,89900,12
Apple,4,1000,2.5,109900,9
HP,8,2000,3.0,75900,3
HP,16,2000,1.8,60900,3
HP,16,1000,2.3,52900,3
MSI,8,1000,1.8,50900,4
Apple,8,1000,3.2,142900,9
Samsung,8,1000,2.5,55900,0
hp,16,500,1.8,49900,12
DELL,8,500,2.3,62900,5
Dell,4,500,3.2,86900,8
hp,4,500,2.3,38900,12
asus,8,1000,1.8,42900,7
Dell,4,1000,2.3,61900,8
Apple,16,2000,2.5,137900,9
Dell,16,500,1.8,61900,8
Dell,16,500,3.2,94900,8
Toshiba,16,2000,3.0,85900,6
Lenovo,4,2000,2.3,37900,1
Asus,16,500,2.3,46900,10
Apple,4,1000,3.0,127900,9
Lenovo,16,500,3.2,68900,1
Acer,4,500,2.5,53900,2
Lenovo,4,2000,3.2,58900,1
Microsoft,4,1000,2.3,41900,11
Toshiba,16,1000,1.8,50900,6
Asus,16,2000,2.5,74900,10
Samsung,4,2000,3.0,70900,0
Lenovo,16,1000,1.8,28900,1
Toshiba,8,2000,2.5,63900,6
Dell,4,500,1.8,52900,8
Dell,16,500,2.3,67900,8
Toshiba,16,1000,2.3,60900,6
HP,4,2000,3.2,75900,3
Microsoft,8,2000,1.8,48900,11
Samsung,16,500,2.5,66900,0
Samsung,8,500,1.8,42900,0
Asus,4,1000,3.2,79900,10
hp,16,500,2.3,56900,12
HP,4,2000,3.0,74900,3
hp,16,1000,3.2,77900,12
Apple,8,1000,2.5,122900,9
unknown,16,500,3.0,69900,13
Acer,8,500,1.8,41900,2
HP,16,2000,2.3,63900,3
Acer,8,500,2.5,48900,2
Lenovo,16,2000,2.5,57900,1
DELL,16,500,2.3,70900,5
DELL,16,1000,2.5,75900,5
Dell,4,2000,3.0,88900,8
Microsoft,4,500,3.2,68900,11
asus,4,500,2.5,55900,7
Lenovo,4,2000,1.8,24900,1
Acer,16,2000,1.8,51900,2
hp,4,2000,2.5,52900,12
Asus,4,1000,2.3,50900,10
asus,16,2000,1.8,57900,7
asus,8,2000,3.0,71900,7
Asus,16,2000,2.5,60900,10
Lenovo,4,1000,2.3,32900,1
Samsung,4,1000,2.5,56900,0
Microsoft,4,2000,1.8,50900,11
DELL,8,1000,1.8,57900,5
Lenovo,16,2000,2.3,49900,1
Dell,16,2000,1.8,67900,8
asus,8,2000,3.0,69900,7
Samsung,8,1000,1.8,43900,0
unknown,16,2000,3.2,98900,13
Toshiba,4,1000,2.5,56900,6
Acer,16,500,3.0,62900,2
asus,4,500,3.2,71900,7
Apple,16,1000,3.2,151900,9
DELL,8,1000,2.5,71900,5
Acer,16,2000,3.0,80900,2
Toshiba,16,1000,3.0,72900,6
Samsung,8,500,3.0,63900,0
hp,4,500,3.2,75900,12
Samsung,16,2000,2.5,66900,0
hp,4,1000,3.2,67900,12
Microsoft,4,2000,2.5,50900,11
Dell,16,1000,2.3,71900,8
Microsoft,8,500,3.0,60900,11
Asus,16,1000,2.5,62900,10
Apple,4,1000,3.0,121900,9
Samsung,16,500,2.3,53900,0
HP,16,500,2.5,55900,3
MSI,4,2000,3.2,77900,4
Acer,8,2000,3.2,85900,2
Asus,4,1000,3.2,74900,10
Lenovo,4,1000,3.0,53900,1
Microsoft,16,1000,2.5,64900,11
HP,8,1000,2.5,58900,3
Toshiba,4,1000,2.5,47900,6
Samsung,4,500,2.3,44900,0
asus,16,2000,3.2,87900,7
asus,8,1000,3.0,66900,7
Samsung,4,1000,3.0,63900,0
Samsung,8,500,3.2,73900,0
Acer,4,1000,2.3,46900,2
DELL,16,500,3.0,85900,5
Apple,8,1000,2.5,123900,9
Microsoft,4,500,2.5,55900,11
Microsoft,16,500,3.0,73900,11
Dell,16,2000,2.5,86900,8
Lenovo,4,500,3.0,45900,1
Toshiba,8,1000,3.0,72900,6
Lenovo,16,1000,3.0,59900,1
hp,8,1000,3.2,75900,12
Dell,16,2000,2.5,81900,8
asus,16,500,2.3,48900,7
MSI,8,2000,2.5,67900,4
Apple,16,1000,2.3,129900,9
HP,16,2000,3.2,87900,3
MSI,16,1000,1.8,45900,4
Dell,16,500,1.8,65900,8
hp,4,500,3.2,71900,12
Microsoft,8,1000,3.0,70900,11
Asus,4,500,1.8,38900,10
Microsoft,4,2000,2.5,50900,11
Apple,4,2000,3.2,140900,9
Acer,16,1000,2.3,58900,2
Samsung,8,1000,3.2,76900,0
Apple,16,2000,2.3,123900,9
Lenovo,4,2000,1.8,26900,1
Microsoft,16,1000,3.2,89900,11
Apple,4,500,1.8,91900,9
Lenovo,8,500,3.2,58900,1
Acer,4,2000,3.0,67900,2
Samsung,16,2000,3.2,86900,0
MSI,8,2000,1.8,47900,4
DELL,4,1000,2.3,60900,5
Microsoft,8,500,3.0,59900,11
Toshiba,4,2000,3.0,63900,6
Acer,16,500,1.8,45900,2
hp,4,2000,1.8,42900,12
asus,16,2000,2.3,61900,7
Dell,8,500,2.5,66900,8
HP,16,2000,1.8,51900,3
Lenovo,8,2000,1.8,29900,1
Asus,8,1000,2.5,65900,10
Samsung,8,1000,3.2,79900,0
DELL,8,2000,3.2,91900,5
hp,4,500,2.3,45900,12
Apple,8,1000,2.3,125900,9
Asus,4,2000,2.3,49900,10
asus,4,2000,2.5,53900,7
Asus,8,500,3.0,66900,10
Apple,8,500,1.8,103900,9
unknown,16,500,3.2,151900,13
asus,4,1000,3.0,59900,7
DELL,8,1000,3.2,95900,5
Lenovo,8,2000,1.8,31900,1
HP,8,1000,2.3,45900,3
Apple,4,500,2.5,111900,9
Lenovo,8,2000,2.3,41900,1
Acer,16,500,3.0,80900,2
HP,4,500,1.8,37900,3
Samsung,16,1000,2.3,61900,0
Asus,16,1000,3.2,92900,10
Lenovo,16,500,2.5,48900,1
Asus,4,1000,3.2,75900,10
Toshiba,16,2000,3.0,79900,6
Toshiba,8,500,3.0,62900,6
HP,16,2000,2.3,61900,3
MSI,8,500,2.5,49900,4
asus,16,1000,1.8,52900,7
Acer,4,1000,2.5,48900,2
MSI,8,500,3.2,76900,4
Lenovo,8,2000,2.5,47900,1
Lenovo,8,1000,3.0,58900,1
Lenovo,16,2000,2.5,62900,1
Microsoft,8,2000,2.3,56900,11
Asus,16,500,3.0,74900,10
Apple,8,500,2.5,121900,9
hp,8,1000,1.8,48900,12
Apple,8,2000,3.2,151900,9
hp,4,500,3.0,66900,12
Dell,8,2000,3.0,89900,8
Apple,16,1000,3.0,140900,9
Microsoft,16,1000,2.3,56900,11
MSI,8,500,3.0,67900,4
Samsung,4,500,3.2,70900,0
Asus,16,1000,1.8,53900,10
MSI,8,1000,3.2,83900,4
asus,4,500,3.2,70900,7
Microsoft,16,500,3.2,83900,11
Dell,16,500,3.0,92900,8
Apple,4,500,3.0,117900,9
Samsung,4,2000,2.5,58900,0
Asus,16,500,1.8,48900,10
Samsung,16,2000,2.3,60900,0
Samsung,8,2000,1.8,48900,0
DELL,4,2000,3.0,85900,5
Dell,8,1000,2.3,60900,8
Asus,8,1000,3.2,68900,10
HP,16,1000,2.5,63900,3
MSI,16,500,2.5,60900,4
HP,16,1000,2.5,66900,3
Dell,4,1000,3.0,75900,8
asus,4,2000,3.0,71900,7
unknown,4,1000,3.2,66900,13
Microsoft,16,1000,3.2,83900,11
Microsoft,4,500,2.5,53900,11
Acer,16,2000,1.8,41900,2
Lenovo,8,2000,3.0,62900,1
Acer,16,1000,3.0,77900,2
Apple,8,2000,3.0,132900,9
DELL,16,500,1.8,60900,5
MSI,4,1000,1.8,41900,4
DELL,16,2000,2.3,87900,5
MSI,16,500,3.0,65900,4
hp,16,1000,1.8,46900,12
Apple,16,1000,2.5,125900,9
hp,8,1000,2.3,52900,12
asus,16,2000,2.5,69900,7
Toshiba,16,1000,3.2,86900,6
Acer,4,1000,1.8,35900,2
Toshiba,4,500,2.3,46900,6
Apple,8,2000,2.3,117900,9
asus,8,1000,3.2,78900,7
Toshiba,8,2000,3.2,83900,6
asus,4,500,2.3,42900,7
Microsoft,16,2000,2.3,60900,11
Dell,8,2000,3.2,94900,8
Apple,8,500,1.8,112900,9
Asus,16,500,2.3,47900,10
MSI,4,1000,2.5,48900,4
Lenovo,16,1000,2.3,45900,1
asus,4,1000,3.2,69900,7
MSI,4,2000,1.8,40900,4
hp,4,2000,1.8,37900,12
Apple,4,1000,3.0,128900,9
Apple,4,1000,1.8,106900,9
Acer,8,500,2.3,50900,2
Apple,16,1000,3.0,141900,9
Apple,16,2000,1.8,118900,9
asus,4,1000,1.8,31900,7
asus,16,500,2.3,54900,7
DELL,16,2000,2.3,74900,5
Dell,4,500,2.5,69900,8
Samsung,4,500,1.8,44900,0
Acer,16,1000,2.3,57900,2
hp,16,2000,1.8,51900,12
Samsung,8,500,3.2,73900,0
MSI,4,500,3.2,70900,4
Toshiba,4,500,2.5,48900,6
Lenovo,4,2000,3.2,60900,1
Apple,16,500,3.2,139900,9
Dell,16,500,1.8,63900,8
Microsoft,4,2000,3.2,75900,11
Apple,4,2000,1.8,105900,9
DELL,4,500,3.0,80900,5
Toshiba,8,1000,2.5,59900,6
Apple,4,500,2.5,115900,9
Toshiba,4,1000,3.2,68900,6
MSI,4,2000,2.5,62900,4
HP,8,2000,2.5,62900,3
Apple,8,1000,2.3,117900,9
Lenovo,8,2000,1.8,37900,1
HP,16,500,2.3,53900,3
Apple,16,500,2.5,122900,9
Acer,8,1000,2.3,50900,2
Toshiba,4,1000,2.5,48900,6
Asus,8,2000,2.3,53900,10
Acer,8,500,3.0,61900,2
Dell,4,500,3.0,67900,8
Lenovo,16,500,3.0,56900,1
Toshiba,4,500,1.8,29900,6
Microsoft,16,1000,3.2,83900,11
Apple,8,2000,2.3,121900,9
Acer,4,2000,3.0,65900,2
DELL,4,500,3.2,80900,5
asus,16,1000,3.0,81900,7
Samsung,4,1000,2.3,49900,0
DELL,16,1000,3.2,97900,5
Acer,4,500,3.2,66900,2
Dell,16,500,3.0,87900,8
Lenovo,16,1000,3.2,67900,1
Acer,8,500,2.5,54900,2
MSI,8,2000,2.5,59900,4
HP,4,500,2.3,41900,3
HP,8,1000,1.8,48900,3
Dell,16,2000,3.2,103900,8
Microsoft,16,500,3.0,66900,11
unknown,8,500,2.5,70900,13
Samsung,16,1000,1.8,49900,0
Dell,8,2000,3.2,92900,8
asus,16,1000,2.5,69900,7
asus,8,1000,3.2,77900,7
DELL,16,1000,2.5,79900,5
Apple,16,1000,3.0,139900,9
Apple,4,1000,3.0,131900,9
Lenovo,8,1000,3.2,64900,1
DELL,4,2000,2.5,65900,5
Toshiba,16,2000,2.5,67900,6
HP,4,500,2.3,39900,3
Microsoft,16,500,2.3,50900,11
HP,4,1000,3.0,54900,3
Samsung,16,1000,3.2,77900,0
asus,8,1000,3.0,66900,7
MSI,8,1000,2.5,55900,4
asus,8,1000,2.5,60900,7
Samsung,16,1000,3.2,77900,0
MSI,16,1000,1.8,50900,4
asus,16,500,1.8,53900,7
Acer,4,1000,3.2,75900,2
DELL,4,500,3.2,84900,5
Acer,8,1000,3.0,59900,2
asus,16,500,2.3,54900,7
Acer,16,1000,2.5,62900,2
MSI,8,1000,3.2,82900,4
Microsoft,8,2000,2.3,55900,11
Microsoft,8,2000,2.5,66900,11
Microsoft,8,1000,2.5,64900,11
Dell,8,1000,2.5,67900,8
Dell,4,1000,2.3,57900,8
asus,4,1000,3.0,58900,7
MSI,8,2000,3.2,80900,4
Samsung,8,500,2.3,48900,0
Dell,4,500,3.0,78900,8
Apple,4,500,2.5,118900,9
Acer,16,1000,3.2,83900,2
hp,16,500,3.0,65900,12
Samsung,16,500,3.2,80900,0
Microsoft,4,2000,2.3,48900,11
Samsung,8,500,3.2,84900,0
Apple,4,1000,1.8,102900,9
asus,8,500,1.8,42900,7
Asus,16,1000,2.5,62900,10
HP,8,500,2.3,47900,3
Dell,4,500,3.2,84900,8
Lenovo,8,500,3.2,58900,1
DELL,4,2000,1.8,55900,5
Dell,8,1000,2.3,66900,8
Toshiba,16,2000,2.5,70900,6
hp,4,1000,2.5,50900,12
Asus,8,1000,2.5,57900,10
MSI,16,2000,1.8,53900,4
asus,8,1000,2.5,61900,7
DELL,16,2000,2.3,79900,5
Lenovo,8,500,1.8,29900,1
hp,8,1000,2.5,60900,12
Apple,16,500,3.0,131900,9
asus,8,500,2.5,47900,7
Samsung,16,1000,3.0,72900,0
Asus,8,2000,1.8,46900,10
Toshiba,16,2000,3.2,95900,6
asus,16,500,3.2,77900,7
Microsoft,8,2000,1.8,53900,11
Asus,4,1000,1.8,46900,10
Asus,4,500,3.0,58900,10
hp,16,2000,1.8,52900,12
Dell,4,1000,1.8,56900,8
Samsung,16,500,3.0,69900,0
Apple,4,1000,3.0,123900,9
Acer,8,2000,1.8,44900,2
Asus,4,1000,3.0,67900,10
asus,8,1000,1.8,45900,7
hp,4,1000,1.8,39900,12
Apple,4,1000,3.0,125900,9
asus,16,500,3.2,79900,7
HP,4,2000,2.3,45900,3
Microsoft,16,500,3.2,82900,11
Toshiba,16,2000,3.0,83900,6
DELL,4,2000,1.8,55900,5
HP,8,500,2.3,46900,3
Microsoft,16,500,3.2,78900,11
Dell,4,1000,2.5,68900,8
Dell,8,1000,1.8,68900,8
Asus,4,500,3.0,64900,10
Dell,16,1000,2.3,77900,8
asus,4,500,3.0,57900,7
Lenovo,8,500,2.3,28900,1
Microsoft,8,1000,3.0,69900,11
asus,8,500,2.5,57900,7
hp,4,2000,1.8,42900,12
Dell,4,2000,2.5,74900,8
hp,4,1000,2.3,47900,12
asus,4,1000,1.8,40900,7
Microsoft,8,2000,1.8,49900,11
Acer,16,1000,2.3,51900,2
Lenovo,4,2000,2.5,38900,1
DELL,8,500,2.3,58900,5
Toshiba,8,1000,1.8,40900,6
Dell,4,2000,2.5,71900,8
Toshiba,4,500,3.0,66900,6
Apple,4,1000,1.8,99900,9
asus,8,1000,3.0,64900,7
Apple,4,500,3.2,131900,9
Acer,16,2000,2.3,64900,2
MSI,16,2000,1.8,58900,4
DELL,16,1000,1.8,66900,5
Toshiba,4,2000,2.3,46900,6
Samsung,8,1000,2.5,55900,0
Samsung,16,1000,3.2,79900,0
Lenovo,8,2000,2.3,38900,1
MSI,16,2000,3.0,82900,4
MSI,4,500,1.8,35900,4
Asus,4,1000,2.5,50900,10
Apple,4,500,2.5,107900,9
MSI,16,2000,3.0,80900,4
Microsoft,8,1000,3.0,74900,11
Acer,8,1000,2.5,55900,2
Asus,4,1000,2.5,56900,10
Dell,8,1000,3.2,90900,8
Lenovo,4,500,1.8,19900,1
HP,16,500,2.3,48900,3
HP,4,2000,2.5,54900,3
Asus,16,2000,2.3,62900,10
HP,4,500,3.0,63900,3
Microsoft,8,2000,2.3,53900,11
hp,16,2000,1.8,57900,12
Microsoft,8,500,2.5,58900,11
Asus,4,500,2.5,47900,10
Toshiba,16,500,2.3,50900,6
hp,4,500,1.8,33900,12
hp,16,2000,1.8,55900,12
Dell,8,2000,2.3,69900,8
MSI,8,1000,3.2,85900,4
hp,4,1000,1.8,43900,12
hp,16,1000,2.5,70900,12
Acer,8,1000,2.3,53900,2
Apple,16,500,1.8,107900,9
Samsung,8,2000,3.2,75900,0
hp,16,2000,2.5,69900,12
Microsoft,16,2000,2.5,73900,11
DELL,16,1000,1.8,63900,5
MSI,8,500,2.3,51900,4
Samsung,16,500,3.2,83900,0
HP,8,2000,1.8,41900,3
Toshiba,4,500,2.3,43900,6
Asus,8,2000,1.8,44900,10
Samsung,4,2000,3.0,70900,0
asus,8,500,2.3,44900,7
HP,4,2000,2.5,61900,3
Microsoft,4,500,2.3,43900,11
asus,16,500,3.0,71900,7
Asus,16,2000,2.3,59900,10
Toshiba,16,2000,3.0,75900,6
Microsoft,4,2000,3.2,74900,11
MSI,4,2000,2.5,63900,4
HP,4,1000,2.3,45900,3
MSI,8,2000,3.0,70900,4
hp,8,2000,2.3,57900,12
MSI,8,2000,3.0,76900,4
MSI,16,500,2.3,46900,4
hp,8,2000,1.8,47900,12
Apple,4,1000,1.8,101900,9
MSI,8,1000,1.8,38900,4
DELL,16,2000,3.2,98900,5
Samsung,8,1000,3.2,77900,0
unknown,8,1000,3.0,67900,13
HP,4,1000,3.0,66900,3
hp,8,500,2.5,54900,12
hp,4,2000,3.2,77900,12
Toshiba,4,1000,2.3,42900,6
unknown,8,500,2.5,57900,13
DELL,16,500,1.8,62900,5
Asus,16,2000,2.5,73900,10
Dell,16,500,2.5,85900,8
Lenovo,8,2000,2.5,46900,1
Samsung,8,1000,1.8,40900,0
HP,16,2000,3.0,78900,3
asus,4,2000,3.2,77900,7
Asus,16,1000,1.8,51900,10
MSI,8,500,1.8,34900,4
MSI,8,500,3.2,75900,4
hp,4,1000,3.2,64900,12
DELL,8,2000,2.3,67900,5
Asus,16,1000,2.3,56900,10
Lenovo,16,500,3.2,69900,1
Samsung,4,2000,2.3,51900,0
Dell,16,500,3.0,90900,8
asus,16,2000,2.3,57900,7
DELL,16,1000,3.0,82900,5
hp,8,500,1.8,35900,12
Lenovo,8,1000,3.2,65900,1
Toshiba,4,1000,3.2,71900,6
MSI,4,1000,1.8,37900,4
Lenovo,16,1000,1.8,26900,1
Apple,8,2000,3.0,132900,9
MSI,4,500,3.0,61900,4
HP,8,500,3.0,64900,3
Toshiba,16,500,2.5,66900,6
Microsoft,4,1000,3.2,78900,11
Toshiba,4,500,1.8,34900,6
MSI,8,2000,3.0,76900,4
Apple,4,2000,2.5,123900,9
DELL,8,500,3.0,84900,5
HP,8,2000,2.3,63900,3
Apple,4,2000,1.8,102900,9
Samsung,16,2000,3.0,83900,0
HP,4,500,2.5,44900,3
Apple,8,2000,2.3,119900,9
Microsoft,16,2000,1.8,52900,11
Apple,4,500,3.0,122900,9
Microsoft,16,1000,2.3,62900,11
Apple,4,2000,1.8,106900,9
Toshiba,16,1000,1.8,47900,6
asus,16,1000,2.5,67900,7
Acer,4,500,2.5,48900,2
Samsung,8,2000,3.2,80900,0
MSI,4,2000,3.2,86900,4
Apple,8,2000,2.3,123900,9
MSI,8,2000,1.8,47900,4
Asus,4,2000,3.0,69900,10
Microsoft,4,500,3.2,78900,11
Samsung,4,1000,2.3,44900,0
HP,8,2000,3.0,76900,3
Microsoft,16,2000,1.8,59900,11
asus,8,1000,2.5,52900,7
Lenovo,4,500,3.2,56900,1
HP,16,1000,3.0,75900,3
Asus,16,500,1.8,53900,10
Microsoft,8,2000,3.2,93900,11
Microsoft,16,2000,3.0,72900,11
asus,16,1000,3.2,85900,7
Toshiba,16,500,3.2,82900,6
Samsung,16,500,2.5,43900,0
hp,16,1000,2.5,68900,12
Apple,4,1000,3.0,131900,9
Acer,8,2000,1.8,44900,2
Microsoft,4,1000,2.3,44900,11
Asus,16,2000,1.8,59900,10
Toshiba,16,1000,3.0,72900,6
Apple,16,2000,1.8,118900,9
Toshiba,4,500,1.8,26900,6
Lenovo,8,500,1.8,26900,1
hp,16,1000,2.3,60900,12
Microsoft,4,1000,1.8,40900,11
Microsoft,16,2000,3.0,81900,11
Microsoft,16,2000,3.2,95900,11
asus,16,2000,2.5,72900,7
Samsung,16,2000,3.2,86900,0
Acer,8,1000,3.0,72900,2
Lenovo,8,2000,3.0,57900,1
HP,4,2000,1.8,42900,3
Acer,16,500,3.0,66900,2
Lenovo,16,500,1.8,29900,1
Asus,16,500,2.5,62900,10
Lenovo,4,2000,2.5,44900,1
MSI,16,2000,1.8,61900,4
Asus,4,2000,1.8,42900,10
asus,8,1000,2.5,58900,7
Toshiba,16,500,1.8,40900,6
Toshiba,8,500,1.8,40900,6
HP,4,1000,2.5,50900,3
Toshiba,8,2000,3.2,88900,6
Acer,4,2000,3.2,82900,2
hp,8,2000,3.2,79900,12
hp,8,1000,3.2,78900,12
DELL,16,2000,2.3,79900,5
HP,8,1000,3.0,71900,3
Samsung,4,1000,3.2,69900,0
Acer,4,500,1.8,32900,2
MSI,16,1000,3.2,82900,4
Samsung,16,500,1.8,44900,0
Dell,8,2000,2.3,64900,8
Microsoft,8,2000,2.5,56900,11
Apple,8,2000,3.0,133900,9
Acer,8,500,1.8,44900,2
HP,8,1000,3.0,71900,3
asus,16,1000,3.0,76900,7
Apple,16,1000,1.8,121900,9
hp,4,1000,1.8,35900,12
Microsoft,4,500,3.0,59900,11
hp,16,2000,3.0,75900,12
Acer,16,1000,1.8,50900,2
asus,4,2000,1.8,37900,7
Toshiba,16,2000,3.0,80900,6
MSI,8,1000,2.3,47900,4
MSI,8,2000,3.0,72900,4
Lenovo,16,2000,3.2,78900,1
HP,16,2000,3.2,90900,3
DELL,4,1000,2.3,71900,5
HP,16,1000,3.2,78900,3
MSI,16,500,3.0,73900,4
Lenovo,8,2000,2.5,51900,1
asus,16,500,3.2,87900,7
Samsung,4,1000,1.8,38900,0
DELL,16,2000,2.5,85900,5
Toshiba,4,1000,3.2,67900,6
HP,4,1000,3.0,59900,3
MSI,16,500,1.8,39900,4
Asus,8,2000,3.0,70900,10
hp,8,2000,2.3,60900,12
Acer,16,2000,2.5,70900,2
Asus,16,1000,3.2,74900,10
Lenovo,4,500,3.2,48900,1
Dell,16,500,1.8,58900,8
DELL,8,500,2.5,70900,5
Samsung,4,1000,3.0,64900,0
Acer,4,500,3.0,55900,2
Microsoft,4,2000,2.3,49900,11
HP,16,500,2.3,57900,3
Microsoft,4,2000,3.2,78900,11
Dell,8,500,3.0,76900,8
Microsoft,16,500,3.2,77900,11
asus,4,1000,3.2,77900,7
Asus,16,1000,3.2,85900,10
Microsoft,16,500,3.2,74900,11
asus,4,2000,2.5,57900,7
asus,16,500,2.5,62900,7
Acer,16,2000,2.3,60900,2
Dell,16,2000,2.3,72900,8
hp,4,500,1.8,35900,12
Lenovo,8,2000,3.0,54900,1
asus,8,2000,3.0,73900,7
Samsung,16,500,2.3,47900,0
MSI,16,1000,3.2,84900,4
Toshiba,4,2000,3.0,66900,6
Toshiba,8,1000,3.2,84900,6
DELL,16,500,3.0,86900,5
Samsung,8,1000,1.8,46900,0
asus,4,2000,3.2,82900,7
MSI,16,1000,3.2,82900,4
DELL,8,1000,1.8,61900,5
HP,8,2000,3.2,80900,3
HP,16,1000,2.3,56900,3
asus,16,1000,3.0,79900,7
unknown,16,2000,3.2,85900,13
Asus,4,2000,3.0,68900,10
Toshiba,4,500,2.3,43900,6
Toshiba,4,500,3.0,54900,6
Acer,4,500,2.3,38900,2
HP,4,500,2.3,42900,3
asus,16,1000,1.8,44900,7
DELL,8,500,1.8,53900,5
asus,16,2000,3.0,73900,7
Microsoft,8,500,2.3,43900,11
Dell,8,500,3.0,80900,8
unknown,4,1000,2.5,56900,13
Lenovo,4,1000,2.3,34900,1
Dell,8,1000,3.2,93900,8
HP,16,500,3.0,72900,3
HP,8,500,2.5,52900,3
unknown,8,2000,2.5,63900,13
DELL,16,1000,1.8,64900,5
Samsung,8,500,3.2,75900,0
Apple,8,500,3.0,128900,9
Acer,16,500,2.5,57900,2
Samsung,4,1000,2.5,50900,0
HP,4,2000,2.3,46900,3
MSI,8,1000,2.5,63900,4
DELL,8,500,3.2,91900,5
Acer,16,1000,3.2,91900,2
Asus,16,1000,3.2,82900,10
Asus,4,1000,1.8,36900,10
Dell,4,500,2.3,58900,8
HP,16,500,2.5,59900,3
Dell,16,2000,3.2,114900,8
Samsung,16,1000,3.0,71900,0
Acer,8,1000,3.0,62900,2
Acer,4,1000,1.8,33900,2
asus,8,500,3.2,75900,7
HP,4,1000,2.3,50900,3
MSI,4,1000,2.5,53900,4
Acer,16,500,2.3,57900,2
asus,8,1000,2.3,43900,7
asus,8,2000,2.3,57900,7
Apple,16,2000,3.2,157900,9
hp,16,1000,2.3,64900,12
Asus,16,2000,3.0,81900,10
hp,4,1000,3.2,80900,12
Acer,4,500,2.3,44900,2
Samsung,4,500,2.5,40900,0
HP,8,500,3.0,68900,3
HP,8,1000,2.5,56900,3
hp,4,1000,2.3,43900,12
Acer,4,500,3.0,61900,2
Toshiba,16,1000,3.0,71900,6
DELL,8,2000,1.8,67900,5
Acer,4,1000,1.8,33900,2
DELL,4,500,2.3,48900,5
Lenovo,16,2000,1.8,36900,1
Lenovo,4,500,3.0,47900,1
DELL,4,2000,2.5,67900,5
Acer,16,1000,2.3,56900,2
Acer,4,2000,1.8,49900,2
Apple,8,2000,3.0,139900,9
hp,4,1000,1.8,37900,12
DELL,4,2000,2.3,65900,5
Samsung,4,2000,2.3,49900,0
Toshiba,16,500,3.0,74900,6
Microsoft,8,500,2.5,55900,11
hp,8,1000,3.2,80900,12
MSI,16,500,1.8,45900,4
HP,8,500,2.3,49900,3
DELL,8,2000,3.0,91900,5
DELL,8,500,3.0,87900,5
